"Current_A","Current_B","Current_C","Current_N","Current_G","Current_Avg","Current_UNB_A","Current_UNB_B","Current_UNB_C","Current_UNB_Worst","Voltage_A_B","Voltage_B_C","Voltage_C_A","Voltage_L_L_Avg","Voltage_A_N","Voltage_B_N","Voltage_C_N","rsrv1","Voltage_L_N_Avg","Voltage_UNB_A_B","Voltage_UNB_B_C","Voltage_UNB_C_A","Voltage_UNB_L_L_Worst","Voltage_UNB_A_N","Voltage_UNB_B_N","Voltage_UNB_C_N","Voltage_UNB_L_N_Worst","Active_Power_A","Active_Power_B","Active_Power_C","Active_Power_Total","Reactive_Power_A","Reactive_Power_B","Reactive_Power_C","Reactive_Power_Total","Apparent_Power_A","Apparent_Power_B","Apparent_Power_C","Apparent_Power_Total","Power_Factor_A","Power_Factor_B","Power_Factor_C","Power_Factor_Total","Frequency","Temperature","Active_Energy_LastDay","rsrv2","rsrv3","rsrv4","Energy_Acum_Datetime","Active_Energy_Delivered","Active_Energy_Received","Active_Energy_del_p_rec","Active_Energy_del_m_rec","Reactive_Energy_Delivered","Reactive_Energy_Received","Reactive_Energy_del_p_rec","Reactive_Energy_del_m_rec","Apparent_Energy_Delivered","Apparent_Energy_Received","Apparent_Energy_del_p_rec","createdAt"
"10.57","2.14","3.35","6.98","13","2","1","2","5","380","391","383","380","233.19","233.6","234.25","0","233.68","30","23","26","12","12","15","15","0","0","2.03","0.33","0.28","2.64","1.4","0.38","-0.09","1.68","2.46","0.5","0.29","3.13","0.82","0.66","1.05","0.84","50.05","41.25","2.93","0","0","0","0","452658.97","453.33","453112.31","452205.62","357617.53","678.72","358296.25","356938.81","587794.06","1235.12","4","2023-05-01T19:54:23.522Z"
"10.57","2.14","3.35","6.98","13","2","1","2","5","380","391","383","380","233.16","233.62","234.3","0","233.7","30","23","26","12","12","15","15","0","0","2.03","0.33","0.28","2.63","1.4","0.38","-0.1","1.68","2.46","0.5","0.29","3.13","0.82","0.66","1.05","0.84","50.04","41.56","2.93","0","0","0","0","452659","453.33","453112.31","452205.66","357617.53","678.72","358296.25","356938.84","587794.12","1235.12","4","2023-05-01T19:54:37.907Z"
"10.57","2.14","3.35","6.98","13","2","1","2","5","380","391","383","380","233.27","233.71","234.4","0","233.79","30","23","26","12","12","15","15","0","0","2.03","0.33","0.28","2.63","1.4","0.38","-0.1","1.68","2.46","0.5","0.29","3.13","0.82","0.66","1.05","0.84","50.04","40.95","2.93","0","0","0","0","452659","453.33","453112.34","452205.66","357617.56","678.72","358296.25","356938.84","587794.12","1235.12","4","2023-05-01T19:54:48.290Z"
"10.55","2.14","1.26","8.42","13","2","1","2","5","380","391","383","380","233.19","233.64","234.3","0","233.71","30","23","26","12","12","15","15","0","0","2.03","0.33","0.28","2.63","1.4","0.38","-0.1","1.68","2.46","0.5","0.29","3.13","0.82","0.66","1.05","0.84","50.05","40.95","2.93","0","0","0","0","452659","453.33","453112.34","452205.69","357617.56","678.72","358296.28","356938.84","587794.12","1235.12","4","2023-05-01T19:55:00.677Z"
"10.55","2.14","1.26","8.41","13","2","1","2","5","380","391","383","380","233.24","233.7","234.37","0","233.77","30","23","26","12","12","15","15","0","0","2.02","0.33","0.28","2.63","1.4","0.38","-0.09","1.68","2.46","0.5","0.29","3.12","0.82","0.66","1.05","0.84","50.05","40.95","2.93","0","0","0","0","452659","453.33","453112.34","452205.69","357617.56","678.72","358296.28","356938.84","587794.12","1235.12","4","2023-05-01T19:55:11.089Z"
"10.55","2.14","1.26","8.41","13","2","1","2","5","380","391","383","380","233.18","233.66","234.31","0","233.72","30","23","26","12","12","15","15","0","0","2.02","0.33","0.28","2.63","1.4","0.38","-0.09","1.68","2.46","0.5","0.29","3.12","0.82","0.66","1.05","0.84","50.04","40.64","2.93","0","0","0","0","452659","453.33","453112.34","452205.69","357617.56","678.72","358296.28","356938.84","587794.12","1235.12","4","2023-05-01T19:55:23.439Z"
"10.55","2.14","1.26","8.41","13","2","1","2","5","380","391","383","380","233.2","233.7","234.36","0","233.75","30","23","26","12","12","15","15","0","0","2.02","0.33","0.28","2.63","1.4","0.38","-0.09","1.68","2.46","0.5","0.29","3.12","0.82","0.66","1.05","0.84","50.04","40.33","2.93","0","0","0","0","452659.03","453.33","453112.38","452205.69","357617.56","678.72","358296.28","356938.84","587794.12","1235.12","4","2023-05-01T19:55:35.817Z"
"10.55","2.14","1.26","8.41","13","2","1","2","5","380","391","383","380","233.15","233.63","234.33","0","233.7","30","23","26","12","12","15","15","0","0","2.02","0.33","0.28","2.63","1.4","0.38","-0.1","1.68","2.46","0.5","0.29","3.12","0.82","0.66","1.05","0.84","50.03","40.95","2.93","0","0","0","0","452659.03","453.33","453112.38","452205.72","357617.56","678.72","358296.28","356938.88","587794.19","1235.12","4","2023-05-01T19:55:48.053Z"
"10.55","2.14","1.26","8.41","13","2","1","2","5","380","391","383","380","233.15","233.63","234.33","0","233.7","30","23","26","12","12","15","15","0","0","2.02","0.33","0.28","2.63","1.4","0.38","-0.09","1.68","2.46","0.5","0.29","3.12","0.82","0.66","1.05","0.84","50.04","41.25","2.93","0","0","0","0","452659.06","453.33","453112.38","452205.72","357617.59","678.72","358296.31","356938.88","587794.19","1235.12","4","2023-05-01T19:56:01.691Z"
"10.53","2.14","1.26","8.39","13","2","1","2","5","380","391","383","380","233.07","233.57","234.27","0","233.64","30","23","26","12","12","15","15","0","0","2.02","0.33","0.28","2.63","1.4","0.38","-0.1","1.68","2.46","0.5","0.29","3.12","0.82","0.66","1.05","0.84","50.04","41.25","2.93","0","0","0","0","452659.06","453.33","453112.38","452205.72","357617.59","678.72","358296.31","356938.88","587794.19","1235.12","4","2023-05-01T19:56:11.100Z"
"10.54","2.14","1.26","8.4","13","2","1","2","5","380","391","383","380","233.13","233.65","234.36","0","233.71","30","23","26","12","12","15","15","0","0","2.02","0.33","0.28","2.63","1.4","0.38","-0.1","1.68","2.46","0.5","0.29","3.12","0.82","0.66","1.05","0.84","50.03","41.87","2.93","0","0","0","0","452659.06","453.33","453112.38","452205.72","357617.59","678.72","358296.31","356938.88","587794.19","1235.12","4","2023-05-01T19:56:26.662Z"
"10.54","2.14","1.26","8.4","13","2","1","2","5","380","391","383","380","233.14","233.53","234.07","0","233.58","30","23","26","12","12","15","15","0","0","2.02","0.33","0.28","2.63","1.4","0.38","-0.1","1.68","2.46","0.5","0.29","3.12","0.82","0.66","1.05","0.84","50.03","40.95","2.93","0","0","0","0","452659.06","453.33","453112.41","452205.75","357617.59","678.72","358296.31","356938.88","587794.19","1235.12","4","2023-05-01T19:56:39.756Z"
"9.44","2.15","1.26","7.24","13","2","1","2","5","380","391","383","380","233.23","233.66","234.21","0","233.7","30","23","26","12","12","15","15","0","0","1.88","0.33","0.28","2.49","1.14","0.38","-0.09","1.43","2.2","0.5","0.3","2.87","0.85","0.66","1.05","0.87","50.03","40.95","2.93","0","0","0","0","452659.09","453.33","453112.41","452205.75","357617.59","678.72","358296.31","356938.88","587794.19","1235.12","4","2023-05-01T19:56:51.443Z"
"9.44","2.15","1.26","7.24","13","2","1","2","5","380","391","383","380","233.3","233.74","234.22","0","233.76","30","23","26","12","12","15","15","0","0","1.88","0.33","0.28","2.49","1.15","0.38","-0.1","1.43","2.2","0.5","0.3","2.87","0.85","0.66","1.05","0.87","50.04","40.95","2.93","0","0","0","0","452659.09","453.33","453112.44","452205.78","357617.62","678.72","358296.34","356938.91","587794.25","1235.12","4","2023-05-01T19:57:25.102Z"
"9.44","2.14","1.26","7.24","13","2","1","2","5","380","391","383","380","233.25","233.71","234.24","0","233.74","30","23","26","12","12","15","15","0","0","1.88","0.33","0.28","2.49","1.15","0.38","-0.09","1.43","2.2","0.5","0.29","2.87","0.85","0.66","1.05","0.87","50.02","41.25","2.93","0","0","0","0","452659.09","453.33","453112.44","452205.78","357617.62","678.72","358296.34","356938.91","587794.25","1235.12","4","2023-05-01T19:57:37.478Z"
"9.44","2.14","1.26","7.24","13","2","1","2","5","380","391","383","380","233.24","233.65","234.18","0","233.69","30","23","26","12","12","15","15","0","0","1.88","0.33","0.28","2.49","1.15","0.38","-0.09","1.43","2.2","0.5","0.29","2.87","0.85","0.66","1.05","0.87","50.01","40.64","2.93","0","0","0","0","452659.09","453.33","453112.44","452205.78","357617.62","678.72","358296.34","356938.91","587794.25","1235.12","4","2023-05-01T19:57:50.913Z"
"9.43","2.14","1.26","7.23","13","2","1","2","5","380","391","383","380","233.22","233.69","234.27","0","233.73","30","23","26","12","12","15","15","0","0","1.88","0.33","0.28","2.49","1.15","0.38","-0.09","1.43","2.2","0.5","0.3","2.87","0.85","0.66","1.05","0.87","50.02","40.95","2.93","0","0","0","0","452659.12","453.33","453112.47","452205.81","357617.62","678.72","358296.34","356938.91","587794.25","1235.12","4","2023-05-01T19:58:03.421Z"
"9.43","2.14","1.26","7.23","13","2","1","2","5","380","391","383","380","233.21","233.73","234.3","0","233.75","30","23","26","12","12","15","15","0","0","1.88","0.33","0.28","2.49","1.14","0.38","-0.1","1.43","2.2","0.5","0.3","2.87","0.85","0.66","1.05","0.87","50.03","40.95","2.93","0","0","0","0","452659.12","453.33","453112.47","452205.81","357617.62","678.72","358296.34","356938.94","587794.25","1235.12","4","2023-05-01T19:58:12.026Z"
"9.43","2.14","1.26","7.23","13","2","1","2","5","380","391","383","380","233.09","233.61","234.16","0","233.62","30","23","26","12","12","15","15","0","0","1.88","0.33","0.28","2.48","1.14","0.38","-0.09","1.42","2.2","0.5","0.29","2.86","0.85","0.66","1.05","0.87","50.02","40.95","2.93","0","0","0","0","452659.16","453.33","453112.47","452205.81","357617.62","678.72","358296.34","356938.94","587794.31","1235.12","4","2023-05-01T19:58:23.735Z"
"9.43","2.14","1.26","7.23","13","2","1","2","5","380","391","383","380","233.09","233.6","234.14","0","233.61","30","23","26","12","12","15","15","0","0","1.88","0.33","0.28","2.48","1.15","0.38","-0.09","1.43","2.2","0.5","0.29","2.87","0.85","0.66","1.05","0.87","49.99","40.64","2.93","0","0","0","0","452659.16","453.33","453112.5","452205.81","357617.66","678.72","358296.34","356938.94","587794.31","1235.12","4","2023-05-01T19:58:34.084Z"
"9.42","2.14","1.26","7.22","13","2","1","2","5","380","391","383","380","233.02","233.51","234.07","0","233.54","30","23","26","12","12","15","15","0","0","1.88","0.33","0.28","2.48","1.15","0.38","-0.09","1.43","2.2","0.5","0.29","2.87","0.85","0.66","1.05","0.87","50.02","41.25","2.93","0","0","0","0","452659.16","453.33","453112.5","452205.84","357617.66","678.72","358296.38","356938.94","587794.31","1235.12","4","2023-05-01T19:58:46.429Z"
"9.42","2.14","1.26","7.22","13","2","1","2","5","380","391","383","380","233.08","233.58","234.18","0","233.61","30","23","26","12","12","15","15","0","0","1.88","0.33","0.28","2.48","1.15","0.38","-0.09","1.43","2.2","0.5","0.29","2.87","0.85","0.66","1.05","0.87","50.02","40.95","2.93","0","0","0","0","452659.19","453.33","453112.5","452205.84","357617.66","678.72","358296.38","356938.94","587794.31","1235.12","4","2023-05-01T19:58:59.971Z"
"8.76","2.14","1.26","6.52","13","2","1","2","5","380","391","383","380","233.36","233.74","234.05","0","233.72","30","23","26","12","12","15","15","0","0","1.72","0.33","0.28","2.32","0.81","0.38","-0.09","1.09","1.9","0.5","0.29","2.57","0.9","0.66","1.05","0.91","50.02","41.25","2.93","0","0","0","0","452659.19","453.33","453112.5","452205.84","357617.66","678.72","358296.38","356938.94","587794.31","1235.12","4","2023-05-01T19:59:09.348Z"
"8.14","2.14","1.26","5.83","13","2","1","2","5","380","391","383","380","233.38","233.65","234","0","233.68","30","23","26","12","12","15","15","0","0","1.72","0.33","0.28","2.32","0.81","0.38","-0.09","1.09","1.9","0.5","0.29","2.57","0.9","0.66","1.05","0.91","50.03","41.25","2.93","0","0","0","0","452659.19","453.33","453112.53","452205.84","357617.66","678.72","358296.38","356938.94","587794.31","1235.12","4","2023-05-01T19:59:19.726Z"
"8.14","2.14","1.26","5.83","13","2","1","2","5","380","391","383","380","233.37","233.64","233.94","0","233.65","30","23","26","12","12","15","15","0","0","1.72","0.33","0.28","2.33","0.81","0.38","-0.1","1.09","1.9","0.5","0.29","2.57","0.9","0.66","1.05","0.91","50.01","40.95","2.93","0","0","0","0","452659.19","453.33","453112.53","452205.88","357617.66","678.72","358296.38","356938.94","587794.31","1235.12","4","2023-05-01T19:59:33.759Z"
"8.14","2.14","1.26","5.83","13","2","1","2","5","380","391","383","380","233.36","233.56","233.91","0","233.61","30","23","26","12","12","15","15","0","0","1.72","0.33","0.28","2.33","0.81","0.38","-0.1","1.09","1.9","0.5","0.29","2.57","0.9","0.66","1.05","0.91","50.02","40.64","2.93","0","0","0","0","452659.19","453.33","453112.53","452205.88","357617.66","678.72","358296.38","356938.97","587794.38","1235.12","4","2023-05-01T19:59:46.955Z"
"8.13","2.14","1.26","5.83","13","2","1","2","5","380","391","383","380","233.17","233.36","233.73","0","233.42","30","23","26","12","12","15","15","0","0","1.72","0.33","0.28","2.32","0.81","0.38","-0.1","1.09","1.9","0.5","0.29","2.56","0.9","0.66","1.05","0.91","50.02","40.95","2.93","0","0","0","0","452659.22","453.33","453112.53","452205.88","357617.66","678.72","358296.38","356938.97","587794.38","1235.12","4","2023-05-01T19:59:54.920Z"
"8.13","2.14","1.26","5.83","13","2","1","2","5","380","391","383","380","233.12","233.3","233.7","0","233.37","30","23","26","12","12","15","15","0","0","1.72","0.33","0.28","2.32","0.81","0.38","-0.09","1.09","1.9","0.5","0.29","2.57","0.9","0.66","1.05","0.91","50","41.87","2.93","0","0","0","0","452659.22","453.33","453112.53","452205.88","357617.69","678.72","358296.38","356938.97","587794.38","1235.12","4","2023-05-01T20:00:05.321Z"
"8.13","2.14","1.26","5.83","13","2","1","2","5","380","391","383","380","233.21","233.39","233.82","0","233.48","30","23","26","12","12","15","15","0","0","1.72","0.33","0.28","2.32","0.81","0.38","-0.09","1.09","1.9","0.5","0.29","2.57","0.9","0.66","1.05","0.91","50.01","41.25","2.93","0","0","0","0","452659.22","453.33","453112.56","452205.88","357617.69","678.72","358296.41","356938.97","587794.38","1235.12","4","2023-05-01T20:00:17.850Z"
"8.13","2.14","1.26","5.83","13","2","1","2","5","380","391","383","380","233.3","233.49","233.88","0","233.56","30","23","26","12","12","15","15","0","0","1.72","0.33","0.28","2.32","0.81","0.38","-0.1","1.09","1.9","0.5","0.29","2.57","0.9","0.66","1.05","0.91","50.01","41.25","2.93","0","0","0","0","452659.22","453.33","453112.56","452205.88","357617.69","678.72","358296.41","356938.97","587794.38","1235.12","4","2023-05-01T20:00:30.198Z"
"8.14","2.14","1.26","5.83","13","2","1","2","5","380","391","383","380","233.3","233.49","233.88","0","233.56","30","23","26","12","12","15","15","0","0","1.72","0.33","0.28","2.32","0.81","0.38","-0.09","1.09","1.9","0.5","0.29","2.57","0.9","0.66","1.05","0.91","49.99","40.95","2.93","0","0","0","0","452659.25","453.33","453112.56","452205.91","357617.69","678.72","358296.41","356938.97","587794.38","1235.12","4","2023-05-01T20:00:43.718Z"
"8.14","2.14","1.26","5.83","13","2","1","2","5","380","391","383","380","233.23","233.45","233.78","0","233.49","30","23","26","12","12","15","15","0","0","1.72","0.33","0.96","3","0.81","0.38","-2","-0.81","1.9","0.5","2.22","3.11","0.9","0.66","1.57","1.03","49.98","40.95","2.93","0","0","0","0","452659.25","453.33","453112.56","452205.91","357617.69","678.72","358296.41","356938.97","587794.38","1235.12","4","2023-05-01T20:00:53.987Z"
"9.59","2.15","7.21","5.11","13","2","1","2","5","380","391","383","380","233.23","233.91","232.8","0","233.31","30","23","26","12","12","15","15","0","0","1.72","0.33","0.96","3","0.81","0.38","-2","-0.81","1.9","0.5","2.22","3.11","0.9","0.66","1.57","1.03","50.01","40.95","2.93","0","0","0","0","452659.25","453.33","453112.59","452205.94","357617.69","678.72","358296.41","356938.97","587794.44","1235.12","4","2023-05-01T20:01:06.558Z"
"9.55","2.15","7.27","5.08","13","2","1","2","5","380","391","383","380","233.09","233.8","232.64","0","233.18","30","23","26","12","12","15","15","0","0","1.94","0.33","1.64","3.91","1.09","0.38","0.42","1.89","2.23","0.5","1.69","4.34","0.87","0.66","0.97","0.9","49.97","41.25","2.93","0","0","0","0","452659.28","453.33","453112.59","452205.94","357617.69","678.72","358296.41","356939","587794.44","1235.12","4","2023-05-01T20:01:18.333Z"
"9.51","2.15","7.16","5.02","13","2","1","2","5","380","391","383","380","233.23","233.9","232.81","0","233.31","30","23","26","12","12","15","15","0","0","2.38","0.33","1.6","4.31","1.13","0.38","0.42","1.92","2.63","0.5","1.65","4.72","0.9","0.66","0.97","0.91","50.01","41.25","2.93","0","0","0","0","452659.28","453.33","453112.59","452205.94","357617.69","678.72","358296.44","356939","587794.44","1235.12","4","2023-05-01T20:01:30.676Z"
"12.1","2.15","6.2","7.93","13","2","1","2","5","380","391","383","380","232.54","233.98","233.02","0","233.18","30","23","26","12","12","15","15","0","0","2.38","0.33","1.6","4.31","1.13","0.38","0.42","1.92","2.63","0.5","1.65","4.72","0.9","0.66","0.97","0.91","50","41.25","2.93","0","0","0","0","452659.31","453.33","453112.62","452205.97","357617.72","678.72","358296.44","356939","587794.44","1235.12","4","2023-05-01T20:01:45.003Z"
"12.09","2.15","5.3","8.24","13","2","1","2","5","380","391","383","380","232.42","233.88","233.16","0","233.15","30","23","26","12","12","15","15","0","0","3.09","0.33","1.16","4.58","1.1","0.38","0.35","1.82","3.28","0.5","1.21","4.93","0.94","0.66","0.96","0.93","49.98","40.95","2.93","0","0","0","0","452659.31","453.33","453112.69","452205.97","357617.72","678.72","358296.44","356939","587794.5","1235.12","4","2023-05-01T20:01:53.380Z"
"14.77","2.15","4.81","11.29","13","2","1","2","5","380","391","383","380","231.8","233.99","233.34","0","233.04","30","23","26","12","12","15","15","0","0","3.26","0.33","1.06","4.65","1.05","0.38","0.34","1.77","3.42","0.5","1.11","4.97","0.95","0.66","0.95","0.93","49.97","40.95","2.93","0","0","0","0","452659.31","453.33","453112.69","452206.03","357617.72","678.72","358296.44","356939","587794.5","1235.12","4","2023-05-01T20:02:03.954Z"
"14.76","2.15","4.56","11.4","13","2","1","2","5","380","391","383","380","231.79","234.01","233.42","0","233.07","30","23","26","12","12","15","15","0","0","3.26","0.33","1.06","4.65","1.05","0.38","0.34","1.77","3.42","0.5","1.11","4.97","0.95","0.66","0.95","0.93","49.98","40.95","2.93","0","0","0","0","452659.31","453.33","453112.69","452206.03","357617.72","678.72","358296.44","356939.03","587794.5","1235.12","4","2023-05-01T20:02:21.096Z"
"14.76","2.15","4.56","11.4","13","2","1","2","5","380","391","383","380","231.66","233.92","233.64","0","233.07","30","23","26","12","12","15","15","0","0","3.38","0.33","0.94","4.65","1.27","0.38","0.32","1.97","3.61","0.5","0.99","5.05","0.94","0.66","0.95","0.92","50.01","41.25","2.93","0","0","0","0","452659.41","453.33","453112.72","452206.06","357617.75","678.72","358296.47","356939.03","587794.5","1235.12","4","2023-05-01T20:02:35.812Z"
"15.6","2.14","4.23","12.2","13","2","1","2","5","380","391","383","380","231.68","233.95","233.67","0","233.1","30","23","26","12","12","15","15","0","0","3.38","0.33","0.94","4.65","1.27","0.38","0.32","1.97","3.61","0.5","0.99","5.05","0.94","0.66","0.95","0.92","50.01","40.64","2.93","0","0","0","0","452659.41","453.33","453112.75","452206.09","357617.75","678.72","358296.47","356939.03","587794.56","1235.12","4","2023-05-01T20:02:45.495Z"
"15.61","2.14","4.28","12.18","13","2","1","2","5","380","391","383","380","231.58","233.82","233.53","0","232.98","30","23","26","12","12","15","15","0","0","3.38","0.33","0.95","4.67","1.27","0.38","0.32","1.97","3.61","0.5","1","5.06","0.94","0.66","0.95","0.92","49.99","40.64","2.93","0","0","0","0","452659.44","453.33","453112.75","452206.09","357617.75","678.72","358296.47","356939.03","587794.56","1235.12","4","2023-05-01T20:02:56.227Z"
"15.62","2.14","4.4","12.14","13","2","1","2","5","380","391","383","380","231.62","233.86","233.54","0","233.01","30","23","26","12","12","15","15","0","0","3.38","0.33","0.95","4.67","1.27","0.38","0.32","1.97","3.61","0.5","1","5.06","0.94","0.66","0.95","0.92","49.98","41.25","2.93","0","0","0","0","452659.44","453.33","453112.78","452206.09","357617.75","678.72","358296.47","356939.03","587794.56","1235.12","4","2023-05-01T20:03:08.531Z"
"15.62","2.15","4.6","12.03","13","2","1","2","5","380","391","383","380","231.57","233.8","233.44","0","232.94","30","23","26","12","12","15","15","0","0","3.39","0.33","1.03","4.75","1.27","0.38","0.33","1.98","3.62","0.5","1.08","5.14","0.94","0.66","0.95","0.92","49.98","41.25","2.93","0","0","0","0","452659.47","453.33","453112.78","452206.12","357617.75","678.72","358296.47","356939.06","587794.56","1235.12","4","2023-05-01T20:03:21.971Z"
"15.62","2.14","4.98","11.83","13","2","1","2","5","380","391","383","380","231.57","233.84","233.35","0","232.92","30","23","26","12","12","15","15","0","0","3.39","0.32","1.13","4.84","1.27","0.38","0.34","1.99","3.62","0.5","1.18","5.23","0.94","0.65","0.96","0.92","50","40.64","2.93","0","0","0","0","452659.47","453.33","453112.81","452206.12","357617.78","678.72","358296.5","356939.06","587794.62","1235.12","4","2023-05-01T20:03:32.305Z"
"15.62","2.15","5.32","11.65","13","2","1","2","5","380","391","383","380","231.47","233.71","233.14","0","232.78","30","23","26","12","12","15","15","0","0","3.39","0.33","1.2","4.92","1.27","0.38","0.35","2","3.62","0.5","1.25","5.31","0.94","0.66","0.96","0.93","49.96","40.95","2.93","0","0","0","0","452659.47","453.33","453112.81","452206.16","357617.78","678.72","358296.5","356939.06","587794.62","1235.12","4","2023-05-01T20:03:42.882Z"
"15.63","2.15","5.54","11.55","13","2","1","2","5","380","391","383","380","231.61","233.81","233.22","0","232.88","30","23","26","12","12","15","15","0","0","3.39","0.33","1.2","4.92","1.27","0.38","0.35","2","3.62","0.5","1.25","5.31","0.94","0.66","0.96","0.93","50","40.64","2.93","0","0","0","0","452659.5","453.33","453112.84","452206.16","357617.78","678.72","358296.5","356939.06","587794.62","1235.12","4","2023-05-01T20:03:59.236Z"
"15.63","2.14","5.73","11.47","13","2","1","2","5","380","391","383","380","231.13","233.69","232.98","0","232.6","30","23","26","12","12","15","15","0","0","4.05","0.33","1.29","5.67","1.24","0.38","0.36","1.98","4.24","0.5","1.34","6","0.96","0.66","0.96","0.94","49.95","41.25","2.93","0","0","0","0","452659.53","453.33","453112.84","452206.19","357617.78","678.72","358296.5","356939.06","587794.69","1235.12","4","2023-05-01T20:04:10.663Z"
"18.38","2.15","5.67","14.38","13","2","1","2","5","380","391","383","380","231.13","233.69","232.98","0","232.6","30","23","26","12","12","15","15","0","0","4.06","0.33","1.26","5.65","1.24","0.38","0.36","1.98","4.24","0.5","1.31","5.99","0.96","0.66","0.96","0.94","49.95","40.64","2.93","0","0","0","0","452659.53","453.33","453112.88","452206.22","357617.81","678.72","358296.5","356939.09","587794.69","1235.12","4","2023-05-01T20:04:26.699Z"
"15.65","2.14","5.49","11.6","13","2","1","2","5","380","391","383","380","231.37","233.59","233.01","0","232.66","30","23","26","12","12","15","15","0","0","3.39","0.33","1.22","4.94","1.26","0.38","0.35","1.99","3.62","0.5","1.27","5.33","0.94","0.66","0.96","0.93","49.97","41.25","2.93","0","0","0","0","452659.53","453.33","453112.88","452206.22","357617.81","678.72","358296.53","356939.09","587794.69","1235.12","4","2023-05-01T20:04:38.489Z"
"15.65","2.14","5.28","11.71","13","2","1","2","5","380","391","383","380","231.4","233.58","233.11","0","232.7","30","23","26","12","12","15","15","0","0","3.4","0.33","1.17","4.9","1.26","0.38","0.35","1.99","3.62","0.5","1.22","5.28","0.94","0.66","0.96","0.93","49.98","41.25","2.93","0","0","0","0","452659.56","453.33","453112.91","452206.25","357617.81","678.72","358296.53","356939.09","587794.75","1235.12","4","2023-05-01T20:04:48.905Z"
"18.38","2.15","5.09","14.66","13","2","1","2","5","380","391","383","380","231.15","233.87","233.41","0","232.81","30","23","26","12","12","15","15","0","0","3.4","0.33","1.17","4.9","1.26","0.38","0.35","1.99","3.62","0.5","1.22","5.28","0.94","0.66","0.96","0.93","50.01","40.95","2.93","0","0","0","0","452659.59","453.33","453112.94","452206.25","357617.81","678.72","358296.53","356939.09","587794.75","1235.12","4","2023-05-01T20:05:01.347Z"
"15.7","2.15","4.89","11.96","13","2","1","2","5","380","391","383","380","231.45","233.64","233.27","0","232.79","30","23","26","12","12","15","15","0","0","3.41","0.33","1.08","4.82","1.26","0.38","0.34","1.98","3.63","0.5","1.13","5.21","0.94","0.66","0.95","0.93","49.99","40.95","2.93","0","0","0","0","452659.59","453.33","453112.94","452206.28","357617.81","678.72","358296.53","356939.12","587794.75","1235.12","4","2023-05-01T20:05:11.609Z"
"15.69","2.15","4.83","11.98","13","2","1","2","5","380","391","383","380","231.51","233.69","233.25","0","232.82","30","23","26","12","12","15","15","0","0","3.41","0.33","1.07","4.81","1.26","0.38","0.33","1.97","3.63","0.5","1.12","5.2","0.94","0.66","0.95","0.93","49.99","41.25","2.93","0","0","0","0","452659.62","453.33","453112.97","452206.28","357617.84","678.72","358296.53","356939.12","587794.75","1235.12","4","2023-05-01T20:05:23.443Z"
"15.69","2.15","4.83","11.98","13","2","1","2","5","380","391","383","380","231.1","233.29","232.82","0","232.4","30","23","26","12","12","15","15","0","0","3.39","0.33","1.08","4.8","1.25","0.37","0.33","1.96","3.62","0.5","1.13","5.19","0.94","0.66","0.96","0.93","49.98","40.95","2.93","0","0","0","0","452659.62","453.33","453112.97","452206.31","357617.84","678.72","358296.56","356939.12","587794.81","1235.12","4","2023-05-01T20:05:36.009Z"
"15.67","2.14","4.93","11.91","13","2","1","2","5","380","391","383","380","231.32","233.58","233.07","0","232.65","30","23","26","12","12","15","15","0","0","3.4","0.33","1.11","4.84","1.26","0.38","0.34","1.97","3.63","0.5","1.16","5.22","0.94","0.66","0.96","0.93","49.98","40.95","2.93","0","0","0","0","452659.66","453.33","453113","452206.31","357617.84","678.72","358296.56","356939.12","587794.81","1235.12","4","2023-05-01T20:05:48.332Z"
"15.65","2.14","5.1","11.8","13","2","1","2","5","380","391","383","380","231.05","233.29","232.78","0","232.37","30","23","26","12","12","15","15","0","0","3.39","0.33","1.14","4.86","1.25","0.38","0.34","1.97","3.62","0.5","1.19","5.24","0.94","0.66","0.96","0.93","50","40.64","2.93","0","0","0","0","452659.66","453.33","453113","452206.34","357617.84","678.72","358296.56","356939.12","587794.81","1235.12","4","2023-05-01T20:06:00.853Z"
"15.66","2.14","5.26","11.72","13","2","1","2","5","380","391","383","380","231.35","233.5","232.85","0","232.57","30","23","26","12","12","15","15","0","0","3.4","0.33","1.19","4.91","1.26","0.38","0.34","1.98","3.62","0.5","1.23","5.3","0.94","0.66","0.96","0.93","49.98","40.33","2.93","0","0","0","0","452659.69","453.33","453113.03","452206.34","357617.84","678.72","358296.56","356939.16","587794.81","1235.12","4","2023-05-01T20:06:11.426Z"
"15.66","2.14","5.39","11.65","13","2","1","2","5","380","391","383","380","231.38","233.56","232.89","0","232.61","30","23","26","12","12","15","15","0","0","3.4","0.33","1.19","4.91","1.26","0.38","0.34","1.98","3.62","0.5","1.23","5.3","0.94","0.66","0.96","0.93","50.01","40.95","2.93","0","0","0","0","452659.72","453.33","453113.03","452206.38","357617.88","678.72","358296.56","356939.16","587794.88","1235.12","4","2023-05-01T20:06:25.459Z"
"15.65","2.14","5.49","11.61","13","2","1","2","5","380","391","383","380","231.34","233.53","232.85","0","232.57","30","23","26","12","12","15","15","0","0","3.39","0.33","1.23","4.96","1.26","0.38","0.35","1.98","3.62","0.5","1.28","5.34","0.94","0.66","0.96","0.93","50.01","40.64","3.57","0","0","0","0","452659.72","453.33","453113.03","452206.38","357617.88","678.72","358296.59","356939.16","587794.88","1235.12","4","2023-05-01T20:06:36.101Z"
