"Current_A","Current_B","Current_C","Current_N","Current_G","Current_Avg","Current_UNB_A","Current_UNB_B","Current_UNB_C","Current_UNB_Worst","Voltage_A_B","Voltage_B_C","Voltage_C_A","Voltage_L_L_Avg","Voltage_A_N","Voltage_B_N","Voltage_C_N","rsrv1","Voltage_L_N_Avg","Voltage_UNB_A_B","Voltage_UNB_B_C","Voltage_UNB_C_A","Voltage_UNB_L_L_Worst","Voltage_UNB_A_N","Voltage_UNB_B_N","Voltage_UNB_C_N","Voltage_UNB_L_N_Worst","Active_Power_A","Active_Power_B","Active_Power_C","Active_Power_Total","Reactive_Power_A","Reactive_Power_B","Reactive_Power_C","Reactive_Power_Total","Apparent_Power_A","Apparent_Power_B","Apparent_Power_C","Apparent_Power_Total","Power_Factor_A","Power_Factor_B","Power_Factor_C","Power_Factor_Total","Frequency","Temperature","Active_Energy_LastDay","rsrv2","rsrv3","rsrv4","Energy_Acum_Datetime","Active_Energy_Delivered","Active_Energy_Received","Active_Energy_del_p_rec","Active_Energy_del_m_rec","Reactive_Energy_Delivered","Reactive_Energy_Received","Reactive_Energy_del_p_rec","Reactive_Energy_del_m_rec","Apparent_Energy_Delivered","Apparent_Energy_Received","Apparent_Energy_del_p_rec","createdAt"
"11.69","2.18","1.3","9.32","13","2","1","2","5","380","391","383","380","234.15","234.99","235.7","0","234.95","30","23","26","12","12","15","15","0","0","3.01","0.33","0.14","3.48","1.6","0.39","-0.27","1.72","3.41","0.51","0.31","3.89","0.88","0.65","1.53","0.9","50.01","40.03","2.98","0","0","0","0","452668.69","453.33","453122.03","452215.31","357622.47","678.72","358301.19","356943.75","587805","1235.12","4","2023-05-01T22:48:28.334Z"
"13.06","2.18","1.3","10.83","13","2","1","2","5","380","391","383","380","233.87","234.88","235.85","0","234.87","30","23","26","12","12","15","15","0","0","3.01","0.33","0.14","3.48","1.6","0.39","-0.27","1.72","3.41","0.51","0.31","3.89","0.88","0.65","1.53","0.9","50.01","39.72","2.98","0","0","0","0","452668.69","453.33","453122.03","452215.38","357622.47","678.72","358301.19","356943.75","587805","1235.12","4","2023-05-01T22:48:39.350Z"
"13.04","2.19","1.3","10.81","13","2","1","2","5","380","391","383","380","233.89","234.91","235.99","0","234.93","30","23","26","12","12","15","15","0","0","3.01","0.33","0.14","3.48","1.6","0.39","-0.27","1.72","3.41","0.51","0.31","3.89","0.88","0.65","1.53","0.9","50.01","40.03","2.98","0","0","0","0","452668.72","453.33","453122.03","452215.38","357622.47","678.72","358301.19","356943.75","587805","1235.12","4","2023-05-01T22:48:53.733Z"
"13.03","2.18","1.3","10.8","13","2","1","2","5","380","391","383","380","233.97","234.95","236.02","0","234.98","30","23","26","12","12","15","15","0","0","2.74","0.33","0.14","3.22","1.34","0.39","-0.27","1.45","3.05","0.51","0.31","3.53","0.9","0.65","1.53","0.91","50.02","39.72","2.98","0","0","0","0","452668.72","453.33","453122.03","452215.38","357622.47","678.72","358301.19","356943.75","587805","1235.12","4","2023-05-01T22:49:06.286Z"
"13.03","2.18","1.3","10.8","13","2","1","2","5","380","391","383","380","233.99","235","236.05","0","235.01","30","23","26","12","12","15","15","0","0","2.74","0.33","0.14","3.21","1.34","0.39","-0.27","1.45","3.05","0.51","0.31","3.53","0.9","0.65","1.53","0.91","50.01","39.72","2.98","0","0","0","0","452668.75","453.33","453122.06","452215.41","357622.47","678.72","358301.19","356943.75","587805.06","1235.12","4","2023-05-01T22:49:19.640Z"
"13.01","2.18","1.3","10.78","13","2","1","2","5","380","391","383","380","233.95","234.96","235.99","0","234.97","30","23","26","12","12","15","15","0","0","2.74","0.33","0.14","3.21","1.34","0.39","-0.27","1.45","3.05","0.51","0.31","3.53","0.9","0.65","1.53","0.91","50.02","39.11","2.98","0","0","0","0","452668.75","453.33","453122.09","452215.41","357622.5","678.72","358301.19","356943.78","587805.06","1235.12","4","2023-05-01T22:49:31.991Z"
"13","2.18","1.3","10.77","13","2","1","2","5","380","391","383","380","234.01","234.99","236.03","0","235.01","30","23","26","12","12","15","15","0","0","2.74","0.33","0.14","3.21","1.34","0.39","-0.27","1.45","3.05","0.51","0.31","3.53","0.9","0.65","1.53","0.91","50.03","39.72","2.98","0","0","0","0","452668.75","453.33","453122.09","452215.44","357622.5","678.72","358301.22","356943.78","587805.06","1235.12","4","2023-05-01T22:49:46.365Z"
"10.48","2.18","1.3","8.68","13","2","1","2","5","380","391","383","380","234.55","234.75","235.87","0","235.06","30","23","26","12","12","15","15","0","0","2.05","0.33","0.14","2.52","1.36","0.39","-0.27","1.48","2.46","0.51","0.31","2.93","0.83","0.65","1.53","0.86","50.01","40.33","2.98","0","0","0","0","452668.78","453.33","453122.09","452215.44","357622.5","678.72","358301.22","356943.78","587805.06","1235.12","4","2023-05-01T22:49:59.685Z"
"10.48","2.18","1.3","8.67","13","2","1","2","5","380","391","383","380","234.49","234.68","235.88","0","235.02","30","23","26","12","12","15","15","0","0","2.05","0.33","0.14","2.52","1.36","0.39","-0.27","1.48","2.46","0.51","0.31","2.93","0.83","0.65","1.53","0.86","49.99","40.03","2.98","0","0","0","0","452668.78","453.33","453122.12","452215.44","357622.5","678.72","358301.22","356943.78","587805.06","1235.12","4","2023-05-01T22:50:12.241Z"
"10.48","2.18","1.3","8.67","13","2","1","2","5","380","391","383","380","234.54","234.75","235.9","0","235.06","30","23","26","12","12","15","15","0","0","2.04","0.33","0.15","2.52","1.37","0.39","-0.27","1.49","2.46","0.51","0.31","2.92","0.83","0.65","1.53","0.86","49.98","40.33","2.98","0","0","0","0","452668.78","453.33","453122.12","452215.44","357622.5","678.72","358301.22","356943.78","587805.06","1235.12","4","2023-05-01T22:50:28.194Z"
"10.48","2.18","1.3","8.67","13","2","1","2","5","380","391","383","380","234.61","234.88","236.01","0","235.17","30","23","26","12","12","15","15","0","0","2.04","0.33","0.14","2.52","1.37","0.39","-0.27","1.49","2.46","0.51","0.31","2.92","0.83","0.65","1.53","0.86","49.99","40.03","2.98","0","0","0","0","452668.78","453.33","453122.12","452215.47","357622.5","678.72","358301.22","356943.81","587805.12","1235.12","4","2023-05-01T22:50:37.272Z"
"10.47","2.18","1.3","8.67","13","2","1","2","5","380","391","383","380","234.59","234.85","236.03","0","235.16","30","23","26","12","12","15","15","0","0","2.04","0.33","0.14","2.52","1.37","0.39","-0.27","1.49","2.46","0.51","0.31","2.92","0.83","0.65","1.53","0.86","49.99","39.72","2.98","0","0","0","0","452668.81","453.33","453122.12","452215.47","357622.53","678.72","358301.22","356943.81","587805.12","1235.12","4","2023-05-01T22:50:50.128Z"
"10.47","2.19","1.3","8.67","13","2","1","2","5","380","391","383","380","234.73","235.04","236.16","0","235.31","30","23","26","12","12","15","15","0","0","2.04","0.33","0.14","2.52","1.37","0.39","-0.27","1.49","2.46","0.51","0.31","2.92","0.83","0.65","1.53","0.86","49.98","40.03","2.98","0","0","0","0","452668.81","453.33","453122.16","452215.47","357622.53","678.72","358301.25","356943.81","587805.12","1235.12","4","2023-05-01T22:51:30.817Z"
"10.47","2.18","1.3","8.66","13","2","1","2","5","380","391","383","380","234.6","234.94","236.06","0","235.2","30","23","26","12","12","15","15","0","0","2.04","0.33","0.14","2.51","1.37","0.39","-0.27","1.49","2.45","0.51","0.31","2.92","0.83","0.65","1.53","0.86","49.96","40.33","3.03","0","0","0","0","452668.84","453.33","453122.16","452215.5","357622.53","678.72","358301.25","356943.81","587805.12","1235.12","4","2023-05-01T22:51:32.262Z"
"10.46","2.19","1.3","8.66","13","2","1","2","5","380","391","383","380","234.69","235.02","236.14","0","235.28","30","23","26","12","12","15","15","0","0","2.04","0.33","0.14","2.52","1.37","0.39","-0.27","1.49","2.46","0.51","0.31","2.92","0.83","0.65","1.53","0.86","49.98","40.03","3.03","0","0","0","0","452668.84","453.33","453122.16","452215.5","357622.53","678.72","358301.25","356943.81","587805.12","1235.12","4","2023-05-01T22:51:44.626Z"
"10.47","2.19","4.02","5.62","13","2","1","2","5","380","391","383","380","234.91","235.15","235.51","0","235.19","30","23","26","12","12","15","15","0","0","2.04","0.33","0.9","3.28","1.38","0.39","-0.28","1.49","2.46","0.52","0.95","3.6","0.83","0.65","1.04","0.91","49.99","40.03","3.03","0","0","0","0","452668.84","453.33","453122.19","452215.53","357622.53","678.72","358301.25","356943.81","587805.19","1235.12","4","2023-05-01T22:51:57.071Z"
"10.47","2.19","4.02","5.62","13","2","1","2","5","380","391","383","380","234.98","235.18","235.56","0","235.24","30","23","26","12","12","15","15","0","0","2.04","0.33","0.9","3.27","1.38","0.39","-0.28","1.49","2.46","0.51","0.95","3.6","0.83","0.65","1.04","0.91","49.99","40.03","3.03","0","0","0","0","452668.88","453.33","453122.19","452215.53","357622.56","678.72","358301.25","356943.84","587805.19","1235.12","4","2023-05-01T22:52:10.295Z"
"10.46","2.19","4.01","5.62","13","2","1","2","5","380","391","383","380","235.09","235.27","235.63","0","235.33","30","23","26","12","12","15","15","0","0","2.04","0.33","0.9","3.27","1.38","0.39","-0.28","1.49","2.46","0.51","0.94","3.6","0.83","0.65","1.04","0.91","50","39.41","3.03","0","0","0","0","452668.88","453.33","453122.22","452215.53","357622.56","678.72","358301.28","356943.84","587805.19","1235.12","4","2023-05-01T22:52:18.184Z"
"10.46","2.19","4.01","5.62","13","2","1","2","5","380","391","383","380","235.08","235.29","235.58","0","235.31","30","23","26","12","12","15","15","0","0","2.04","0.33","0.9","3.27","1.38","0.39","-0.28","1.49","2.46","0.51","0.94","3.6","0.83","0.65","1.04","0.91","50","40.64","3.03","0","0","0","0","452668.88","453.33","453122.22","452215.56","357622.56","678.72","358301.28","356943.84","587805.19","1235.12","4","2023-05-01T22:52:30.956Z"
"10.46","2.19","4.01","5.62","13","2","1","2","5","380","391","383","380","235.1","235.27","235.62","0","235.33","30","23","26","12","12","15","15","0","0","2.03","0.33","0.9","3.26","1.38","0.39","-0.28","1.49","2.46","0.51","0.94","3.59","0.83","0.64","1.04","0.91","50.01","40.03","3.03","0","0","0","0","452668.91","453.33","453122.22","452215.56","357622.56","678.72","358301.28","356943.84","587805.19","1235.12","4","2023-05-01T22:52:43.490Z"
"10.45","2.17","4","5.61","13","2","1","2","5","380","391","383","380","235.14","235.3","235.63","0","235.36","30","23","26","12","12","15","15","0","0","2.03","0.33","0.9","3.26","1.38","0.39","-0.28","1.49","2.46","0.51","0.94","3.59","0.83","0.64","1.05","0.91","50.02","40.03","3.03","0","0","0","0","452668.91","453.33","453122.25","452215.56","357622.56","678.72","358301.28","356943.84","587805.25","1235.12","4","2023-05-01T22:52:53.892Z"
"10.45","2.17","4","5.61","13","2","1","2","5","380","391","383","380","235.09","235.26","235.59","0","235.31","30","23","26","12","12","15","15","0","0","2.03","0.33","0.9","3.26","1.38","0.39","-0.28","1.49","2.46","0.51","0.94","3.59","0.83","0.64","1.04","0.91","50","40.33","3.03","0","0","0","0","452668.91","453.33","453122.25","452215.59","357622.56","678.72","358301.28","356943.84","587805.25","1235.12","4","2023-05-01T22:53:06.433Z"
"10.45","2.17","4","5.61","13","2","1","2","5","380","391","383","380","235.09","235.26","235.61","0","235.32","30","23","26","12","12","15","15","0","0","2.03","0.33","0.9","3.26","1.38","0.39","-0.28","1.49","2.46","0.51","0.94","3.59","0.83","0.64","1.04","0.91","49.99","40.03","3.03","0","0","0","0","452668.94","453.33","453122.25","452215.59","357622.56","678.72","358301.28","356943.88","587805.25","1235.12","4","2023-05-01T22:53:17.020Z"
"10.45","2.17","4","5.61","13","2","1","2","5","380","391","383","380","235.23","235.38","235.72","0","235.45","30","23","26","12","12","15","15","0","0","2.03","0.33","0.9","3.26","1.38","0.39","-0.28","1.5","2.46","0.51","0.94","3.59","0.83","0.64","1.04","0.91","50","40.03","3.03","0","0","0","0","452668.94","453.33","453122.28","452215.59","357622.59","678.72","358301.28","356943.88","587805.25","1235.12","4","2023-05-01T22:53:32.061Z"
"10.45","2.17","4","5.62","13","2","1","2","5","380","391","383","380","235.3","235.41","235.79","0","235.5","30","23","26","12","12","15","15","0","0","2.03","0.33","0.9","3.26","1.38","0.39","-0.28","1.49","2.46","0.51","0.94","3.59","0.83","0.64","1.05","0.91","50.01","40.03","3.03","0","0","0","0","452668.94","453.33","453122.28","452215.62","357622.59","678.72","358301.31","356943.88","587805.25","1235.12","4","2023-05-01T22:53:42.938Z"
"10.45","2.17","4","5.62","13","2","1","2","5","380","391","383","380","235.44","235.55","235.95","0","235.65","30","23","26","12","12","15","15","0","0","2.03","0.33","0.9","3.26","1.38","0.39","-0.28","1.49","2.46","0.51","0.94","3.59","0.83","0.64","1.05","0.91","50.04","39.41","3.03","0","0","0","0","452668.97","453.33","453122.28","452215.62","357622.59","678.72","358301.31","356943.88","587805.25","1235.12","4","2023-05-01T22:53:54.533Z"
"10.45","2.17","4","5.62","13","2","1","2","5","380","391","383","380","234.64","235.59","235.88","0","235.37","30","23","26","12","12","15","15","0","0","2.72","0.33","0.9","3.95","1.36","0.39","-0.28","1.47","3.04","0.51","0.94","4.22","0.9","0.64","1.05","0.94","50.02","40.03","3.03","0","0","0","0","452668.97","453.33","453122.31","452215.62","357622.59","678.72","358301.31","356943.88","587805.31","1235.12","4","2023-05-01T22:54:06.923Z"
"10.45","2.17","4","5.62","13","2","1","2","5","380","391","383","380","234.47","235.52","236.51","0","235.5","30","23","26","12","12","15","15","0","0","2.72","0.33","0.15","3.19","1.35","0.39","-0.27","1.47","3.04","0.51","0.31","3.51","0.9","0.64","1.53","0.91","50.02","39.41","3.03","0","0","0","0","452668.97","453.33","453122.31","452215.66","357622.59","678.72","358301.31","356943.88","587805.31","1235.12","4","2023-05-01T22:54:21.156Z"
"12.94","2.17","1.31","10.72","13","2","1","2","5","380","391","383","380","234.46","235.46","236.49","0","235.47","30","23","26","12","12","15","15","0","0","2.72","0.33","0.15","3.19","1.35","0.39","-0.27","1.47","3.03","0.51","0.31","3.51","0.9","0.64","1.53","0.91","50.01","39.72","3.03","0","0","0","0","452669","453.33","453122.31","452215.66","357622.59","678.72","358301.31","356943.88","587805.31","1235.12","4","2023-05-01T22:54:32.402Z"
"12.94","2.17","1.31","10.72","13","2","1","2","5","380","391","383","380","234.59","235.56","236.61","0","235.59","30","23","26","12","12","15","15","0","0","2.72","0.33","0.15","3.19","1.35","0.39","-0.27","1.47","3.04","0.51","0.31","3.51","0.9","0.64","1.53","0.91","50.03","39.41","3.03","0","0","0","0","452669","453.33","453122.31","452215.66","357622.59","678.72","358301.31","356943.91","587805.31","1235.12","4","2023-05-01T22:54:45.036Z"
"12.94","2.17","1.31","10.72","13","2","1","2","5","380","391","383","380","234.51","235.47","236.54","0","235.51","30","23","26","12","12","15","15","0","0","2.72","0.33","0.15","3.19","1.35","0.39","-0.27","1.47","3.03","0.51","0.31","3.51","0.9","0.64","1.53","0.91","50.01","39.41","3.03","0","0","0","0","452669","453.33","453122.34","452215.69","357622.62","678.72","358301.34","356943.91","587805.31","1235.12","4","2023-05-01T22:54:57.707Z"
"12.95","2.18","1.3","10.72","13","2","1","2","5","380","391","383","380","234.57","235.53","236.59","0","235.56","30","23","26","12","12","15","15","0","0","2.72","0.33","0.15","3.19","1.36","0.39","-0.27","1.48","3.04","0.51","0.31","3.52","0.89","0.64","1.53","0.91","50.01","39.72","3.03","0","0","0","0","452669.03","453.33","453122.34","452215.69","357622.62","678.72","358301.34","356943.91","587805.38","1235.12","4","2023-05-01T22:55:06.121Z"
"12.94","2.18","1.31","10.72","13","2","1","2","5","380","391","383","380","234.59","235.56","236.63","0","235.6","30","23","26","12","12","15","15","0","0","2.72","0.33","0.14","3.19","1.35","0.39","-0.27","1.47","3.03","0.51","0.31","3.51","0.89","0.64","1.53","0.91","50.02","40.33","3.03","0","0","0","0","452669.03","453.33","453122.38","452215.69","357622.62","678.72","358301.34","356943.91","587805.38","1235.12","4","2023-05-01T22:55:16.534Z"
"12.94","2.16","1.31","10.71","13","2","1","2","5","380","391","383","380","234.48","235.47","236.5","0","235.48","30","23","26","12","12","15","15","0","0","2.71","0.33","0.15","3.19","1.35","0.39","-0.27","1.47","3.03","0.51","0.31","3.51","0.89","0.64","1.53","0.91","50.01","39.72","3.03","0","0","0","0","452669.03","453.33","453122.38","452215.72","357622.62","678.72","358301.34","356943.91","587805.38","1235.12","4","2023-05-01T22:55:27.978Z"
"12.94","2.16","1.31","10.71","13","2","1","2","5","380","391","383","380","234.51","235.5","236.54","0","235.52","30","23","26","12","12","15","15","0","0","2.71","0.33","0.15","3.19","1.35","0.39","-0.27","1.47","3.03","0.51","0.31","3.51","0.89","0.64","1.53","0.91","50.02","40.03","3.03","0","0","0","0","452669.06","453.33","453122.38","452215.72","357622.62","678.72","358301.34","356943.91","587805.38","1235.12","4","2023-05-01T22:55:41.829Z"
"11.71","2.18","1.3","9.33","13","2","1","2","5","380","391","383","380","234.73","235.54","236.35","0","235.54","30","23","26","12","12","15","15","0","0","2.56","0.33","0.14","3.03","1.01","0.39","-0.27","1.13","2.75","0.51","0.31","3.24","0.93","0.64","1.53","0.94","50.02","40.03","3.03","0","0","0","0","452669.06","453.33","453122.41","452215.72","357622.62","678.72","358301.34","356943.91","587805.38","1235.12","4","2023-05-01T22:55:49.778Z"
"11.71","2.18","1.3","9.33","13","2","1","2","5","380","391","383","380","234.69","235.49","236.32","0","235.5","30","23","26","12","12","15","15","0","0","2.56","0.33","0.14","3.03","1.01","0.39","-0.27","1.13","2.75","0.51","0.31","3.24","0.93","0.64","1.53","0.94","50.01","39.72","3.03","0","0","0","0","452669.06","453.33","453122.41","452215.75","357622.62","678.72","358301.34","356943.94","587805.38","1235.12","4","2023-05-01T22:56:04.034Z"
"11.72","2.18","1.3","9.34","13","2","1","2","5","380","391","383","380","234.82","235.64","236.44","0","235.63","30","23","26","12","12","15","15","0","0","2.56","0.33","0.14","3.03","1.01","0.39","-0.27","1.13","2.75","0.51","0.31","3.24","0.93","0.64","1.53","0.94","50.01","39.72","3.03","0","0","0","0","452669.06","453.33","453122.41","452215.75","357622.62","678.72","358301.38","356943.94","587805.44","1235.12","4","2023-05-01T22:56:16.782Z"
"12.63","2.17","1.31","10.35","13","2","1","2","5","380","391","383","380","234.73","235.63","236.62","0","235.66","30","23","26","12","12","15","15","0","0","2.69","0.33","0.14","3.16","1.24","0.39","-0.27","1.36","2.96","0.51","0.31","3.45","0.91","0.64","1.53","0.92","50.03","39.41","3.03","0","0","0","0","452669.09","453.33","453122.44","452215.75","357622.66","678.72","358301.38","356943.94","587805.44","1235.12","4","2023-05-01T22:56:27.165Z"
"12.62","2.18","1.31","10.33","13","2","1","2","5","380","391","383","380","234.79","235.72","236.67","0","235.73","30","23","26","12","12","15","15","0","0","2.69","0.33","0.14","3.16","1.24","0.39","-0.27","1.36","2.96","0.51","0.31","3.45","0.91","0.64","1.53","0.92","50.03","40.03","3.03","0","0","0","0","452669.09","453.33","453122.44","452215.78","357622.66","678.72","358301.38","356943.94","587805.44","1235.12","4","2023-05-01T22:56:43.887Z"
"12.62","2.18","1.31","10.33","13","2","1","2","5","380","391","383","380","235.14","235.47","236.73","0","235.78","30","23","26","12","12","15","15","0","0","2.69","0.33","0.14","3.16","1.24","0.39","-0.27","1.36","2.96","0.51","0.31","3.45","0.91","0.64","1.53","0.92","50.02","40.03","3.03","0","0","0","0","452669.12","453.33","453122.44","452215.78","357622.66","678.72","358301.38","356943.94","587805.44","1235.12","4","2023-05-01T22:56:58.970Z"
"11.54","2.17","1.3","9.74","13","2","1","2","5","380","391","383","380","235.15","235.44","236.71","0","235.77","30","23","26","12","12","15","15","0","0","2.21","0.33","0.15","2.69","1.56","0.39","-0.27","1.68","2.71","0.51","0.31","3.17","0.82","0.64","1.53","0.85","50.02","39.41","3.03","0","0","0","0","452669.12","453.33","453122.47","452215.78","357622.66","678.72","358301.38","356943.94","587805.44","1235.12","4","2023-05-01T22:57:09.689Z"
"11.51","2.2","1.31","9.72","13","2","1","2","5","380","391","383","380","235.18","235.49","236.76","0","235.81","30","23","26","12","12","15","15","0","0","2.21","0.34","0.15","2.69","1.56","0.39","-0.27","1.69","2.71","0.52","0.31","3.18","0.82","0.65","1.53","0.85","50.03","40.03","3.03","0","0","0","0","452669.12","453.33","453122.47","452215.78","357622.66","678.72","358301.38","356943.97","587805.5","1235.12","4","2023-05-01T22:57:23.250Z"
"11.49","2.2","1.31","9.71","13","2","1","2","5","380","391","383","380","235.16","235.49","236.75","0","235.8","30","23","26","12","12","15","15","0","0","2.21","0.34","0.15","2.69","1.56","0.39","-0.27","1.69","2.71","0.52","0.31","3.18","0.82","0.65","1.53","0.85","50.03","39.41","3.03","0","0","0","0","452669.16","453.33","453122.47","452215.81","357622.69","678.72","358301.41","356943.97","587805.5","1235.12","4","2023-05-01T22:57:34.530Z"
"11.48","2.19","1.31","9.7","13","2","1","2","5","380","391","383","380","234.92","235.26","236.51","0","235.56","30","23","26","12","12","15","15","0","0","2.2","0.34","0.14","2.68","1.56","0.39","-0.27","1.68","2.7","0.52","0.31","3.16","0.82","0.65","1.53","0.85","50.02","38.8","3.03","0","0","0","0","452669.16","453.33","453122.47","452215.81","357622.69","678.72","358301.41","356943.97","587805.5","1235.12","4","2023-05-01T22:57:49.231Z"
"11.48","2.19","1.31","9.7","13","2","1","2","5","380","391","383","380","235.18","235.56","236.76","0","235.83","30","23","26","12","12","15","15","0","0","2.2","0.34","0.14","2.68","1.56","0.39","-0.27","1.68","2.7","0.52","0.31","3.17","0.82","0.65","1.53","0.85","50.03","40.03","3.03","0","0","0","0","452669.16","453.33","453122.5","452215.84","357622.69","678.72","358301.41","356943.97","587805.5","1235.12","4","2023-05-01T22:58:01.886Z"
"13.97","2.2","1.31","11.77","13","2","1","2","5","380","391","383","380","234.69","235.82","236.82","0","235.78","30","23","26","12","12","15","15","0","0","2.9","0.34","0.14","3.38","1.53","0.4","-0.27","1.65","3.28","0.52","0.31","3.76","0.88","0.65","1.53","0.9","50.04","39.72","3.03","0","0","0","0","452669.19","453.33","453122.5","452215.84","357622.69","678.72","358301.41","356943.97","587805.5","1235.12","4","2023-05-01T22:58:12.410Z"
"13.98","2.2","1.31","11.78","13","2","1","2","5","380","391","383","380","234.58","235.72","236.75","0","235.69","30","23","26","12","12","15","15","0","0","2.9","0.34","0.14","3.38","1.53","0.39","-0.27","1.65","3.28","0.52","0.31","3.76","0.88","0.65","1.53","0.9","50.03","40.33","3.03","0","0","0","0","452669.19","453.33","453122.5","452215.84","357622.69","678.72","358301.41","356944","587805.56","1235.12","4","2023-05-01T22:58:25.221Z"
"15.04","2.2","1.31","12.93","13","2","1","2","5","380","391","383","380","234.45","235.68","236.87","0","235.66","30","23","26","12","12","15","15","0","0","2.9","0.34","0.14","3.38","1.53","0.39","-0.27","1.65","3.28","0.52","0.31","3.76","0.88","0.65","1.53","0.9","50.04","40.33","3.03","0","0","0","0","452669.19","453.33","453122.53","452215.88","357622.72","678.72","358301.44","356944","587805.56","1235.12","4","2023-05-01T22:58:37.528Z"
"15.01","2.19","1.31","12.91","13","2","1","2","5","380","391","383","380","234.48","235.63","236.86","0","235.66","30","23","26","12","12","15","15","0","0","2.9","0.34","0.14","3.38","1.53","0.39","-0.27","1.65","3.28","0.52","0.31","3.76","0.88","0.65","1.53","0.9","50.04","40.03","3.03","0","0","0","0","452669.22","453.33","453122.53","452215.88","357622.72","678.72","358301.44","356944","587805.56","1235.12","4","2023-05-01T22:58:49.941Z"
"15.01","2.2","1.31","12.91","13","2","1","2","5","380","391","383","380","234.4","235.6","236.87","0","235.62","30","23","26","12","12","15","15","0","0","3.03","0.34","0.15","3.51","1.79","0.39","-0.27","1.91","3.52","0.52","0.31","4","0.86","0.65","1.53","0.88","50.04","39.72","3.03","0","0","0","0","452669.22","453.33","453122.56","452215.88","357622.72","678.72","358301.44","356944","587805.56","1235.12","4","2023-05-01T22:59:02.646Z"
"15.02","2.2","1.31","12.92","13","2","1","2","5","380","391","383","380","234.56","235.74","237","0","235.77","30","23","26","12","12","15","15","0","0","3.03","0.34","0.14","3.51","1.79","0.39","-0.27","1.91","3.52","0.52","0.31","4","0.86","0.65","1.53","0.88","50.05","40.03","3.03","0","0","0","0","452669.22","453.33","453122.56","452215.91","357622.72","678.72","358301.44","356944","587805.56","1235.12","4","2023-05-01T22:59:13.069Z"
"15.02","2.2","1.31","12.92","13","2","1","2","5","380","391","383","380","234.53","235.75","236.97","0","235.75","30","23","26","12","12","15","15","0","0","3.04","0.34","0.14","3.52","1.79","0.39","-0.27","1.91","3.52","0.52","0.31","4","0.86","0.65","1.53","0.88","50.05","40.03","3.03","0","0","0","0","452669.25","453.33","453122.56","452215.91","357622.72","678.72","358301.44","356944.03","587805.62","1235.12","4","2023-05-01T22:59:23.434Z"
"15.03","2.2","1.31","12.92","13","2","1","2","5","380","391","383","380","234.57","235.83","237.04","0","235.81","30","23","26","12","12","15","15","0","0","3.04","0.34","0.14","3.52","1.79","0.39","-0.27","1.91","3.52","0.52","0.31","4","0.86","0.65","1.53","0.88","50.05","39.72","3.03","0","0","0","0","452669.25","453.33","453122.59","452215.91","357622.75","678.72","358301.47","356944.03","587805.62","1235.12","4","2023-05-01T22:59:38.226Z"
"15.04","2.2","1.31","12.93","13","2","1","2","5","380","391","383","380","234.62","235.84","237.06","0","235.84","30","23","26","12","12","15","15","0","0","3.04","0.34","0.15","3.52","1.79","0.39","-0.27","1.91","3.53","0.52","0.31","4.01","0.86","0.65","1.53","0.88","50.05","39.72","3.03","0","0","0","0","452669.25","453.33","453122.59","452215.94","357622.75","678.72","358301.47","356944.03","587805.62","1235.12","4","2023-05-01T22:59:46.340Z"
"15.05","2.2","1.35","12.62","13","2","1","2","5","380","391","383","380","234.61","236.01","236.95","0","235.86","30","23","26","12","12","15","15","0","0","3.04","0.34","0.3","3.68","1.79","0.4","-0.1","2.09","3.53","0.52","0.32","4.24","0.86","0.65","1.05","0.87","50.05","40.03","3.03","0","0","0","0","452669.28","453.33","453122.59","452215.94","357622.75","678.72","358301.47","356944.03","587805.62","1235.12","4","2023-05-01T22:59:56.786Z"
"15.06","2.2","1.31","12.66","13","2","1","2","5","380","391","383","380","234.69","236.02","236.95","0","235.89","30","23","26","12","12","15","15","0","0","3.04","0.34","0.29","3.67","1.79","0.4","-0.09","2.1","3.53","0.52","0.31","4.23","0.86","0.65","1.05","0.87","50.06","40.03","3.03","0","0","0","0","452669.28","453.33","453122.62","452215.94","357622.75","678.72","358301.47","356944.03","587805.62","1235.12","4","2023-05-01T23:00:09.648Z"
"15.05","2.2","1.23","12.73","13","2","1","2","5","380","391","383","380","234.62","236.03","237.02","0","235.89","30","23","26","12","12","15","15","0","0","3.04","0.34","0.28","3.66","1.79","0.4","-0.09","2.1","3.53","0.52","0.29","4.22","0.86","0.65","1.05","0.87","50.06","39.72","3.03","0","0","0","0","452669.28","453.33","453122.62","452215.94","357622.75","678.72","358301.47","356944.06","587805.69","1235.12","4","2023-05-01T23:00:22.102Z"
"15.05","2.2","1.21","12.75","13","2","1","2","5","380","391","383","380","234.7","236.08","237.03","0","235.94","30","23","26","12","12","15","15","0","0","3.04","0.34","0.27","3.65","1.79","0.4","-0.09","2.1","3.53","0.52","0.29","4.21","0.86","0.65","1.05","0.87","50.07","40.03","3.03","0","0","0","0","452669.31","453.33","453122.62","452215.97","357622.78","678.72","358301.5","356944.06","587805.69","1235.12","4","2023-05-01T23:00:32.516Z"
